EmployeeCount,EmployeeID,Department,JobRole,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,DistanceFromHome(kms),JobInvolvement,JobLevel,JobSatisfaction,HourlyRate(USD),DailyRate(USD),MonthlyRate(USD),MonthlyIncome (USD),SalaryHike(RS),StockOptionLevel,StandardHours,OverTime,No.ofCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrmanager,EnvironmentSatisfaction,TrainingTimesLastYear,WorkLifeBalance,PerformanceRating,RelationshipSatisfaction,Attrition
1,254,2,6,1,55,1,4,4,1,14,4,5,2,61,692,13339,18722,1100,0,80,0,8,36,24,15,2,15,3,3,3,1,4,0
1,256,2,5,1,34,2,1,2,2,2,2,2,3,45,1069,14074,9547,1700,0,80,0,1,10,10,9,1,9,4,2,2,1,3,0
1,258,2,1,0,51,1,3,4,1,3,3,4,2,98,313,7192,13734,1800,0,80,0,3,21,7,7,1,0,4,6,3,1,3,0
1,259,2,4,1,52,2,4,2,1,1,2,5,3,65,699,5678,19999,1400,1,80,0,0,34,33,18,11,9,3,5,3,1,1,0
1,260,2,7,0,27,1,3,4,1,9,3,1,2,99,894,11781,2279,1600,0,80,0,1,7,7,7,0,3,4,2,2,1,4,0
1,261,2,5,1,35,2,2,2,1,23,2,2,3,50,556,15497,5916,1300,0,80,1,3,8,1,0,0,1,2,1,3,1,1,1
1,262,2,7,1,43,3,3,4,0,7,4,1,4,37,1344,5228,2089,1400,3,80,0,4,7,5,4,2,2,4,3,4,1,4,0
1,264,2,4,1,45,2,2,4,0,2,2,4,4,65,1195,20462,16792,2300,1,80,0,9,22,20,8,11,8,1,1,3,2,4,0
1,267,2,7,1,37,2,3,2,1,21,4,1,1,65,290,22977,3564,1200,1,80,1,1,8,8,7,1,7,2,3,2,1,1,0
1,269,2,3,0,35,1,3,4,2,2,3,2,2,37,138,15986,4425,1100,0,80,0,5,10,6,2,1,2,2,5,3,1,4,0
1,270,2,5,0,42,3,2,4,0,21,3,2,3,36,926,16439,5265,1600,1,80,0,2,11,5,3,0,2,3,5,3,1,2,0
1,271,2,5,1,38,2,4,2,1,2,3,2,3,88,1261,7259,6553,1400,0,80,0,9,14,1,0,0,0,4,3,3,1,2,0
1,273,2,5,1,38,2,3,6,1,29,3,2,4,54,1084,4185,6261,1800,1,80,0,3,9,7,7,1,7,4,3,1,1,1,0
1,274,2,5,1,27,2,1,6,2,1,2,2,1,60,472,9679,4298,1900,1,80,0,5,6,2,2,2,0,3,1,3,1,3,0
1,275,2,5,1,49,3,4,2,0,18,3,2,4,92,1002,23793,6804,1500,2,80,1,1,7,7,7,1,7,4,0,3,1,1,0
1,277,2,7,1,34,3,4,4,2,10,3,1,3,43,878,5972,3815,1700,1,80,1,1,5,5,3,2,0,4,4,4,1,4,0
1,281,2,3,1,40,2,2,4,1,19,3,2,4,99,905,16523,2741,1500,1,80,1,8,15,7,2,3,7,3,2,4,1,3,0
1,282,2,1,1,38,2,1,4,1,29,3,2,1,70,1180,11354,6673,1900,0,80,1,7,17,1,0,0,0,2,2,3,1,2,1
1,283,3,8,0,29,2,3,3,1,27,3,3,4,35,121,24525,7639,2200,3,80,0,1,10,10,4,1,9,2,3,2,2,4,1
1,284,2,7,1,22,3,3,2,1,5,4,1,2,60,1136,12392,2328,1600,1,80,1,1,4,4,2,2,2,4,2,2,1,1,0
1,286,2,3,0,36,1,1,4,2,18,3,1,4,73,635,7703,2153,1300,0,80,0,1,8,8,1,1,7,2,2,3,1,1,0
1,287,2,1,1,40,2,5,2,0,9,2,2,4,63,1151,14242,4876,1400,1,80,0,9,5,3,2,0,2,4,5,1,1,4,0
1,288,2,1,1,46,3,4,4,1,1,3,3,1,97,644,12368,9396,1600,1,80,0,7,17,4,2,0,3,4,3,3,1,3,0
1,291,3,8,1,32,2,4,4,1,4,1,3,4,32,1045,25812,10400,1100,0,80,0,1,14,14,8,9,8,4,2,2,1,3,1
1,292,2,5,1,30,1,1,2,0,1,2,3,3,88,829,20925,8474,2200,0,80,0,1,12,11,8,5,8,3,2,3,2,3,0
1,293,3,8,0,27,1,3,2,2,20,3,2,3,90,1242,12916,9981,1400,0,80,0,1,7,7,7,0,7,4,2,3,1,4,0
1,296,2,6,1,51,2,4,2,1,8,2,3,2,81,1469,15736,12490,1600,2,80,0,5,16,10,9,4,7,2,5,1,1,4,0
1,297,2,7,0,30,1,3,6,1,3,3,1,1,88,1005,8556,2657,1100,0,80,1,5,8,5,2,0,4,4,5,3,1,3,1
1,298,3,4,0,41,1,3,2,1,6,3,3,4,75,896,14674,13591,1800,0,80,1,3,16,1,0,0,0,4,3,3,1,3,0
1,299,3,8,0,30,1,4,3,2,26,2,2,1,52,334,22967,6696,1500,0,80,0,5,9,6,3,0,1,3,5,2,1,3,1
1,300,2,7,1,29,1,3,6,1,1,3,1,3,85,992,19757,2058,1400,0,80,0,0,7,6,2,1,5,3,1,2,1,4,1
1,302,3,8,0,45,1,3,4,0,6,2,3,4,57,1052,16840,8865,1200,0,80,0,6,23,19,7,12,8,4,2,3,1,4,0
1,303,3,8,0,54,2,3,3,1,3,3,2,1,52,1147,17011,5940,1400,1,80,0,2,16,6,2,0,5,4,4,3,1,4,0
1,304,2,3,1,36,1,2,2,1,5,3,2,2,62,1396,9945,5914,1600,0,80,0,8,16,13,11,3,7,4,3,4,1,4,0
1,305,2,7,0,33,2,4,4,1,4,2,1,2,47,147,13248,2622,2100,0,80,0,6,7,3,2,1,1,3,3,3,2,4,0
1,306,2,6,1,37,3,3,5,2,11,3,3,4,47,663,10056,12185,1400,3,80,1,1,10,10,8,0,7,2,1,3,1,3,0
1,307,3,8,1,38,3,3,2,1,3,3,3,3,76,119,9647,10609,1200,2,80,0,0,17,16,10,5,13,1,6,2,1,3,0
1,308,2,5,1,31,2,4,4,0,1,1,2,3,90,979,4381,4345,1200,1,80,0,0,6,5,4,1,4,3,2,3,1,4,0
1,309,2,7,1,59,2,3,2,1,3,2,1,4,70,142,8456,2177,1700,1,80,0,3,7,1,0,0,0,3,6,3,1,1,0
1,311,3,9,1,37,3,4,3,2,4,3,1,4,41,319,2539,2793,1700,1,80,0,4,13,9,8,5,8,1,2,3,1,3,0
1,312,3,8,0,29,2,1,4,2,1,3,3,4,42,1413,6599,7918,1400,1,80,0,1,11,11,10,4,1,2,5,3,1,4,0
1,314,3,8,0,35,1,3,3,2,1,3,3,3,92,944,9096,8789,1400,0,80,0,1,10,10,7,0,8,3,3,4,1,1,0
1,315,2,7,1,29,1,1,4,1,18,2,1,4,86,896,14961,2389,1300,0,80,1,1,4,4,3,0,1,3,3,2,1,3,1
1,316,2,3,0,52,1,3,2,1,2,2,1,4,89,1323,3300,3212,1500,0,80,0,7,6,2,2,2,2,3,3,2,1,2,0
1,319,2,4,1,42,2,2,6,1,4,3,5,4,58,532,4933,19232,1100,0,80,0,1,22,22,17,11,15,3,3,3,1,4,0
1,321,1,1,1,59,2,2,4,1,6,3,1,3,52,818,25657,2267,1700,0,80,0,8,7,2,2,2,2,2,2,2,1,4,0
1,323,3,4,0,50,3,4,4,1,1,3,5,4,68,854,24118,19517,1100,1,80,0,3,32,7,0,0,6,4,3,2,1,3,0
1,325,2,3,1,33,2,3,4,1,14,3,1,4,58,813,22149,2436,1300,1,80,1,5,8,5,4,0,4,3,2,1,1,3,1
1,327,3,4,0,43,2,3,3,1,16,3,4,4,80,1034,7744,16064,2200,1,80,1,5,22,17,13,1,9,4,3,3,2,3,0
1,328,2,3,0,33,2,2,2,1,2,3,1,1,39,465,21509,2707,2000,0,80,0,7,13,9,7,1,7,1,3,4,2,1,1
1,329,3,4,1,52,1,4,2,0,2,2,5,3,79,771,21030,19068,1800,0,80,1,1,33,33,7,15,12,1,2,4,1,4,0
1,330,3,9,0,32,2,2,2,1,4,3,1,2,56,1401,20990,3931,1100,1,80,0,2,6,4,3,1,2,3,5,3,1,1,0
1,331,2,3,1,32,1,3,2,1,1,2,1,3,62,515,9571,3730,1400,0,80,1,0,4,3,2,1,2,4,2,1,1,4,1
1,332,2,3,0,39,3,4,4,1,1,3,1,3,96,1431,15417,2232,1400,3,80,0,7,7,3,2,1,2,3,1,3,1,3,0
1,333,3,8,1,32,2,4,3,0,26,3,2,4,100,976,12069,4465,1800,0,80,0,0,4,3,2,2,2,3,2,3,1,1,0
1,334,2,7,1,41,3,2,2,1,19,3,2,1,36,1411,19877,3072,1600,2,80,0,2,17,1,0,0,0,3,2,2,1,1,0
1,335,2,7,1,40,3,2,6,1,24,3,2,4,62,1300,24447,3319,1700,2,80,0,1,9,9,8,4,7,1,3,3,1,1,0
1,336,2,4,1,45,2,3,5,1,1,4,5,4,70,252,15970,19202,1100,1,80,0,0,25,24,0,1,7,3,2,3,1,3,0
1,337,2,6,1,31,3,4,4,2,3,3,3,3,73,1327,13523,13675,1200,1,80,0,9,9,2,2,2,2,2,3,3,1,1,0
1,338,2,7,0,33,2,4,2,1,5,2,1,4,63,832,14776,2911,1300,1,80,0,1,2,2,2,0,2,3,2,2,1,3,0
1,339,2,5,1,34,2,4,2,1,2,2,2,1,84,470,23687,5957,1300,1,80,0,6,13,11,9,5,9,4,3,3,1,2,0
1,340,2,7,0,37,2,2,4,1,1,2,1,1,83,1017,18697,3920,1400,1,80,0,2,17,3,1,0,2,3,2,2,1,1,0
1,341,2,5,1,45,2,4,2,2,7,4,2,3,77,1199,5118,6434,1700,1,80,0,4,9,3,2,0,2,1,1,3,1,4,0
1,342,2,5,1,37,3,3,4,2,10,3,3,3,61,504,22573,10048,1100,2,80,0,6,17,1,0,0,0,1,5,3,1,2,1
1,343,2,1,0,39,1,4,6,2,2,3,3,3,64,505,6420,10938,2500,0,80,0,0,20,19,6,11,8,3,1,3,2,4,0
1,346,2,7,1,29,1,3,2,1,15,3,1,4,60,665,22673,2340,1900,0,80,0,1,6,6,5,1,5,3,1,3,1,1,0
1,347,2,7,0,42,1,2,2,1,17,4,2,1,82,916,23016,6545,1300,0,80,1,3,10,3,2,0,2,4,1,3,1,3,0
1,349,3,8,1,29,3,2,3,1,20,3,2,4,45,1247,10732,6931,1400,1,80,0,2,10,3,2,0,2,4,2,3,1,4,0
1,350,2,5,0,25,2,3,2,1,1,3,2,3,62,685,7505,4898,1200,2,80,0,0,5,4,2,1,2,1,3,3,1,4,0
1,351,2,3,0,42,3,3,4,1,2,2,1,1,56,269,8007,2593,1100,1,80,1,0,10,9,6,7,8,4,4,3,1,3,0
1,352,2,6,1,40,3,2,4,1,2,3,5,3,49,1416,5949,19436,1900,1,80,0,0,22,21,7,3,9,1,5,3,1,4,0
1,353,2,7,1,51,2,3,2,1,1,3,1,4,96,833,23231,2723,1100,0,80,0,1,1,1,0,0,0,3,0,2,1,2,0
1,355,2,3,1,31,1,2,4,2,29,2,1,2,71,307,11652,3479,1100,0,80,0,0,6,5,4,1,4,3,2,4,1,2,1
1,359,2,3,1,32,2,3,2,2,7,4,1,2,100,1311,26062,2794,2000,0,80,0,1,5,5,1,0,3,2,3,1,2,3,0
1,361,3,8,1,38,2,2,2,0,2,2,2,4,39,1327,19682,5249,1800,1,80,0,3,13,8,7,7,5,4,0,3,1,4,0
1,362,2,3,1,32,1,1,6,1,2,2,2,1,84,128,19737,2176,1300,0,80,0,4,9,6,2,0,4,4,5,3,1,4,0
1,363,3,4,0,46,2,3,6,1,2,1,4,2,75,488,14977,16872,1200,1,80,1,3,28,7,7,7,7,3,2,2,1,2,0
1,364,2,3,1,28,1,4,2,1,2,3,1,3,79,529,14935,3485,1100,0,80,0,2,5,0,0,0,0,1,5,1,1,3,1
1,366,3,8,1,29,2,3,4,1,2,2,2,2,78,1210,3687,6644,1900,2,80,0,2,10,0,0,0,0,1,2,3,1,2,0
1,367,2,1,1,31,2,3,4,1,23,2,2,4,64,1463,14408,5582,2100,1,80,0,0,10,9,0,7,8,2,2,3,2,2,0
1,369,2,1,1,25,3,2,2,0,5,4,2,1,85,675,18384,4000,1200,2,80,0,1,6,6,3,1,5,2,2,3,1,4,0
1,372,2,1,1,45,2,2,4,1,20,3,4,4,79,1385,7501,13496,1400,0,80,1,0,21,20,7,4,10,3,2,3,1,2,0
1,373,2,3,1,36,2,3,2,1,6,3,1,4,47,1403,20251,3210,1100,1,80,0,0,16,15,13,10,11,4,4,3,1,3,0
1,374,2,4,1,55,1,3,4,1,1,3,5,1,81,452,18938,19045,1400,0,80,1,0,37,36,10,4,13,4,2,3,1,3,0
1,376,2,4,1,47,2,4,2,0,29,3,3,2,88,666,10268,11849,1200,1,80,1,1,10,10,7,9,9,1,2,2,1,4,1
1,377,2,7,1,28,2,3,4,1,9,3,1,4,94,1158,2613,2070,2300,1,80,0,1,5,5,2,0,4,4,3,2,2,4,0
1,378,3,8,1,37,2,4,4,1,6,3,2,4,98,228,22825,6502,1400,1,80,0,4,7,5,4,0,1,3,5,4,1,2,0
1,379,2,7,1,21,1,2,4,1,3,2,1,3,100,996,10531,3230,1700,0,80,0,1,3,3,2,1,0,4,4,4,1,1,0
1,380,2,6,0,37,3,4,4,0,1,3,3,4,80,728,11677,13603,1800,2,80,1,2,15,5,2,0,2,1,2,3,1,1,0
1,381,2,4,0,35,3,3,2,1,22,4,3,2,71,1315,19100,11996,1800,1,80,0,7,10,7,7,6,2,2,6,2,1,2,0
1,382,3,8,0,38,3,2,4,1,7,4,2,1,44,322,19191,5605,2400,1,80,1,1,8,8,0,7,7,1,3,3,2,3,0
1,384,2,5,0,26,3,3,2,2,1,3,2,2,84,1479,26767,6397,2000,1,80,0,1,6,6,5,1,4,3,6,1,2,1,0
1,385,2,6,1,50,3,1,2,1,4,3,5,2,96,797,15815,19144,1400,2,80,0,3,28,10,4,1,6,1,4,2,1,1,0
1,386,2,6,1,53,2,4,4,1,3,3,4,3,45,1070,21016,17584,1600,3,80,1,3,21,5,3,1,3,3,5,2,1,4,0
1,387,3,8,1,42,2,1,2,1,1,3,2,3,99,635,24532,4907,2500,0,80,0,1,20,20,16,11,6,2,3,3,2,3,0
1,388,3,8,1,29,1,2,2,2,2,3,2,4,44,442,20260,4554,1800,0,80,0,1,10,10,7,0,9,2,3,2,1,1,0
1,389,2,3,1,55,2,2,6,1,20,3,2,4,37,147,15972,5415,1900,1,80,1,3,12,10,7,0,8,2,4,3,1,4,0
1,390,2,1,1,26,2,2,4,2,11,3,2,1,60,496,22722,4741,1300,1,80,1,1,5,5,3,3,3,1,3,3,1,3,0
1,391,2,7,0,37,1,3,2,1,1,3,1,4,42,1372,15881,2115,1200,0,80,0,1,17,17,12,5,7,4,3,3,1,2,0
1,392,2,3,1,44,3,3,2,2,24,3,1,3,43,920,19920,3161,2200,1,80,1,3,19,1,0,0,0,4,0,1,2,4,1
1,393,2,1,1,38,3,4,2,1,23,3,2,4,82,688,18899,5745,1400,1,80,0,9,10,2,2,1,2,4,2,3,1,2,0
1,394,2,3,1,26,3,4,4,1,16,3,1,2,45,1449,14180,2373,1300,1,80,1,2,5,3,2,0,2,1,2,3,1,4,1
1,395,2,7,0,28,1,2,2,1,8,3,1,4,66,1117,4488,3310,2100,0,80,0,1,5,5,3,0,2,4,3,3,2,4,0
1,396,2,6,0,49,1,4,2,2,10,3,5,1,35,636,25594,18665,1100,0,80,1,9,22,3,2,1,2,3,4,3,1,4,0
1,397,2,7,1,36,1,3,6,1,3,3,2,2,30,506,26285,4485,1200,0,80,0,4,10,8,0,7,7,3,2,3,1,4,0
1,399,3,9,0,31,3,3,3,2,5,3,1,2,84,444,3909,2789,1100,1,80,0,1,2,2,2,2,2,4,5,2,1,3,0
1,401,3,8,1,26,1,4,3,1,4,2,2,4,48,950,8450,5828,1200,0,80,1,1,8,8,7,7,4,4,0,3,1,2,1
1,403,2,7,1,37,2,3,4,2,9,3,1,4,53,889,11411,2326,1200,3,80,1,1,4,4,2,1,2,2,3,2,1,3,0
1,404,3,8,0,42,2,3,3,2,26,3,4,2,77,555,14864,13525,1400,1,80,0,5,23,20,4,4,8,3,2,4,1,4,0
1,405,2,3,1,18,1,3,2,1,3,3,1,3,54,230,25233,1420,1300,0,80,0,1,0,0,0,0,0,3,2,3,1,3,1
1,406,3,8,1,35,2,3,3,1,16,3,3,2,96,1232,5100,8020,1500,2,80,0,0,12,11,9,6,9,3,3,2,1,3,0
1,407,2,3,1,36,2,4,2,2,18,4,1,4,81,566,7122,3688,1800,2,80,0,4,4,1,0,0,0,3,2,3,1,4,0
1,408,2,5,1,51,3,3,4,1,2,1,2,2,84,1302,16321,5482,1800,1,80,0,5,13,4,1,1,2,4,3,3,1,4,0
1,410,3,4,1,41,1,4,2,1,2,3,4,2,88,334,15896,16015,1900,0,80,0,1,22,22,10,0,4,4,2,3,1,2,0
1,411,3,9,0,18,1,3,4,1,10,2,1,3,69,812,9724,1200,1200,0,80,0,1,0,0,0,0,0,4,2,3,1,1,0
1,412,2,1,1,28,1,2,4,1,16,4,2,1,68,1476,4824,5661,1900,0,80,0,0,9,8,3,0,7,2,2,3,1,3,0
1,416,3,8,1,31,2,3,6,1,7,4,2,4,100,218,12241,6929,1100,1,80,0,4,10,8,7,7,7,2,3,2,1,2,0
1,417,2,1,1,39,3,3,4,1,1,4,3,4,48,1132,10942,9613,1700,3,80,0,0,19,18,10,3,7,3,5,2,1,1,0
1,419,2,3,0,36,2,4,2,0,24,3,2,2,47,1105,6927,5674,1500,1,80,0,7,11,9,8,0,8,2,3,3,1,3,0
1,420,3,8,1,32,2,3,2,1,7,2,2,3,91,906,16985,5484,1400,1,80,0,1,13,13,8,4,8,4,3,2,1,3,0
1,421,2,6,0,38,2,2,2,1,25,2,3,2,81,849,26707,12061,1700,1,80,0,3,19,10,8,0,1,1,2,3,1,3,0
1,422,2,1,1,58,3,4,2,0,1,1,2,3,32,390,17056,5660,1300,1,80,1,2,12,5,3,1,2,4,2,3,1,4,0
1,423,2,7,1,31,2,4,6,1,5,3,1,4,86,691,10077,4821,1200,1,80,1,0,6,5,2,0,3,3,4,3,1,3,0
1,424,1,1,1,31,2,3,1,1,2,2,2,1,62,106,17822,6410,1200,0,80,0,3,9,2,2,1,0,1,1,3,1,4,0
1,425,2,3,1,45,3,3,2,2,7,3,3,1,97,1249,20308,5210,1800,1,80,0,1,24,24,9,9,11,1,2,3,1,1,0
1,426,2,7,1,31,3,4,2,1,2,3,1,4,32,192,7747,2695,1800,1,80,1,0,3,2,2,2,2,3,2,1,1,2,0
1,428,2,4,0,33,2,4,2,2,5,3,3,2,74,553,23364,11878,1100,2,80,0,6,12,10,6,8,8,4,2,3,1,2,0
1,429,2,4,1,39,2,1,4,1,10,3,4,1,99,117,5355,17068,1400,0,80,1,1,21,21,9,11,10,3,3,3,1,4,0
1,430,2,3,0,43,1,4,2,2,10,3,1,4,33,185,10675,2455,1900,0,80,0,0,9,8,7,1,7,3,5,3,1,1,0
1,431,2,1,0,49,1,2,6,1,1,2,4,3,90,1091,17810,13964,1200,0,80,1,7,25,7,1,0,7,3,2,3,1,4,0
1,433,2,7,1,52,2,4,4,1,8,2,2,2,85,723,17747,4941,1500,0,80,0,2,11,8,2,7,7,3,3,2,1,1,1
1,434,2,7,0,27,1,3,2,1,5,3,1,2,85,1220,20938,2478,1200,0,80,1,1,4,4,3,1,2,3,2,2,1,2,0
1,436,3,8,0,32,2,2,6,1,8,2,2,2,65,588,24624,5228,1100,0,80,1,1,13,13,12,11,9,3,2,3,1,4,0
1,437,3,8,1,27,1,3,2,1,2,3,2,3,74,1377,5242,4478,1100,0,80,1,1,5,5,4,0,4,4,3,3,1,1,0
1,438,3,8,1,31,3,3,3,1,7,3,2,4,73,691,7143,7547,1200,3,80,0,4,13,7,7,1,7,4,3,3,1,4,0
1,439,2,7,0,32,1,4,4,1,2,4,2,4,74,1018,10557,5055,1600,0,80,0,7,10,7,7,0,7,1,0,2,1,3,0
1,440,2,7,1,28,2,4,4,1,2,1,1,4,84,1157,24737,3464,1300,0,80,1,5,5,3,2,2,2,1,4,2,1,4,1
1,441,2,7,0,30,2,2,4,1,28,3,2,4,64,1275,11934,5775,1300,2,80,0,1,11,10,8,1,9,4,2,3,1,4,0
1,442,2,5,0,31,2,2,2,2,7,2,3,3,48,798,14034,8943,2400,1,80,0,1,10,10,9,8,9,3,2,3,2,1,0
1,444,2,4,1,39,2,2,4,2,7,2,5,4,54,672,21141,19272,1500,1,80,0,1,21,21,9,13,3,3,2,3,1,1,0
1,445,3,8,0,39,2,2,4,1,3,3,2,3,41,1162,17778,5238,1800,0,80,1,4,12,1,0,0,0,4,3,2,1,1,1
1,446,3,8,1,33,1,3,3,2,10,2,2,4,46,508,4317,4682,1400,0,80,0,3,9,7,7,0,1,2,6,2,1,3,0
1,447,2,6,1,47,2,5,2,1,5,3,5,3,42,1482,16375,18300,1100,1,80,0,4,21,3,2,1,1,4,2,3,1,2,0
1,448,2,3,0,43,3,4,2,2,10,2,2,3,82,559,6227,5257,1100,1,80,0,1,9,9,7,0,0,3,3,4,1,2,0
1,449,3,8,1,27,2,1,3,0,1,3,2,2,73,210,22107,6349,1300,1,80,1,0,6,5,4,1,4,3,0,3,1,4,0
1,450,2,7,0,54,1,4,2,2,20,3,2,3,31,928,16885,4869,1200,0,80,0,3,20,4,3,0,3,4,4,2,1,4,0
1,451,2,1,0,43,2,3,2,1,7,3,3,1,43,1001,9262,9985,1600,1,80,0,8,10,1,0,0,0,3,1,2,1,1,0
1,452,2,7,1,45,2,4,5,1,8,3,2,4,75,549,9278,3697,1400,2,80,0,9,12,10,9,9,8,4,3,3,1,1,0
1,453,3,8,1,40,2,2,4,1,1,1,2,4,57,1124,13273,7457,2200,3,80,1,2,6,4,3,0,2,2,2,2,2,3,0
1,454,2,3,1,29,2,4,5,1,8,1,1,1,77,318,4759,2119,1100,0,80,1,1,7,7,7,0,7,2,4,2,1,4,1
1,455,2,3,1,29,1,5,5,1,9,2,1,4,30,738,7621,3983,1700,0,80,0,0,4,3,2,2,2,2,2,3,1,3,0
1,456,3,8,0,30,3,3,3,1,5,2,2,3,30,570,5431,6118,1300,3,80,0,1,10,10,9,1,2,4,2,3,1,3,0
1,458,3,8,0,27,2,4,3,1,8,3,2,2,56,1130,3415,6214,1800,1,80,0,1,8,8,7,0,7,2,3,3,1,1,0
1,460,2,5,1,37,3,2,4,1,5,3,2,4,61,1192,23177,6347,1600,2,80,0,7,8,6,2,0,4,4,2,2,1,3,0
1,461,2,6,1,38,3,2,2,1,15,2,3,4,92,343,15682,11510,1400,1,80,1,0,12,11,10,2,9,3,3,3,1,2,0
1,462,2,5,0,31,1,4,4,1,7,3,3,4,39,1232,25713,7143,1400,0,80,1,1,11,11,9,4,10,3,2,2,1,3,0
1,463,3,8,0,29,3,1,3,1,10,2,2,2,39,144,11866,8268,1400,2,80,1,1,7,7,7,1,7,4,2,3,1,1,0
1,464,2,5,1,35,1,4,6,1,5,3,3,2,62,1296,18264,8095,1300,0,80,0,0,17,16,6,0,13,3,5,3,1,4,0
1,465,2,7,1,23,3,1,2,1,26,3,1,4,83,1309,16092,2904,1200,2,80,0,1,4,4,2,0,2,3,2,2,1,3,0
1,466,2,5,1,41,1,3,4,1,6,2,2,2,95,483,10110,6032,1500,0,80,1,6,8,5,4,1,2,4,3,3,1,4,0
1,467,3,9,1,47,1,1,4,2,4,3,2,3,99,1309,25751,2976,1900,0,80,0,3,5,0,0,0,0,2,3,3,1,1,0
1,468,2,6,0,42,1,5,2,1,23,3,4,4,44,810,15901,15992,1400,0,80,0,2,16,1,0,0,0,1,2,3,1,2,0
1,469,3,8,1,29,2,3,2,0,2,3,2,3,61,746,16928,4649,1400,1,80,0,1,4,4,3,0,2,4,3,2,1,1,0
1,470,1,1,1,42,3,1,6,1,2,3,1,3,52,544,24017,2696,1100,1,80,1,0,4,3,2,1,0,3,5,3,1,3,0
1,471,2,3,0,32,2,3,4,1,2,3,1,2,75,1062,3956,2370,1300,1,80,0,1,8,8,0,0,7,3,4,3,1,3,0
1,473,3,4,0,48,2,1,4,1,29,3,3,3,91,530,23978,12504,2100,1,80,0,3,15,0,0,0,0,1,3,1,2,2,0
1,474,2,7,1,37,3,3,4,1,6,4,2,1,51,1319,17001,5974,1300,2,80,1,4,13,7,7,6,7,3,2,3,1,1,0
1,475,3,8,0,30,2,2,6,0,25,3,2,3,85,641,6069,4736,1200,1,80,1,7,4,2,2,2,2,4,2,4,1,2,0
1,476,3,8,1,26,2,3,2,1,1,3,2,3,57,933,20156,5296,1700,1,80,0,1,8,8,7,7,7,3,3,3,1,2,0
1,477,2,1,1,42,1,4,5,1,2,2,2,4,98,1332,17078,6781,2300,0,80,0,3,14,1,0,0,0,1,6,3,2,2,0
1,478,3,9,0,21,1,1,6,2,1,2,1,2,99,756,9150,2174,1100,0,80,1,1,3,3,2,1,2,1,3,3,1,3,1
1,479,3,8,0,36,1,5,4,0,1,3,2,4,45,845,15276,6653,1500,0,80,0,4,7,1,0,0,0,4,6,3,1,2,0
1,481,3,8,1,36,2,4,4,2,3,2,3,4,48,541,7246,9699,1100,1,80,0,4,16,13,9,1,12,1,2,3,1,1,0
1,482,2,1,1,57,2,4,4,1,1,3,2,3,88,593,2967,6755,1100,0,80,0,2,15,3,2,1,2,4,2,3,1,3,0
1,483,2,3,0,40,2,4,2,1,10,4,1,3,46,1171,22495,2213,1300,1,80,1,3,10,7,7,1,7,4,3,3,1,3,0
1,484,3,9,1,21,1,2,4,0,9,3,1,4,39,895,2851,2610,2400,0,80,0,1,3,3,2,2,2,1,3,2,2,3,0
1,485,3,9,0,33,1,3,3,1,5,3,1,3,34,350,9150,2851,1300,0,80,1,1,1,1,0,0,0,4,2,3,1,2,1
1,486,2,3,0,37,2,3,4,1,10,3,1,1,98,921,17663,3452,2000,1,80,0,6,17,5,4,0,3,3,3,3,2,2,0
1,487,2,5,0,46,2,4,4,0,7,3,2,3,30,1144,16044,5258,1400,0,80,0,2,7,1,0,0,0,3,2,4,1,3,0
1,488,3,8,1,41,1,3,3,2,4,3,2,2,56,143,9558,9355,1800,0,80,0,1,8,8,7,7,7,1,5,3,1,3,1
1,491,2,1,1,50,1,3,6,1,10,2,3,4,100,1046,2755,10496,1500,0,80,0,6,20,4,3,1,3,4,2,3,1,4,0
1,492,3,8,1,40,2,2,3,1,22,2,2,3,68,575,6110,6380,1200,2,80,1,2,8,6,4,1,0,3,6,3,1,1,1
1,493,2,7,1,31,1,4,2,1,9,2,1,2,42,408,7551,2657,1600,0,80,1,0,3,2,2,2,2,3,5,3,1,4,0
1,494,3,9,0,21,1,3,2,1,12,4,1,2,90,156,25422,2716,1500,0,80,0,1,1,1,0,0,0,3,0,3,1,4,1
1,495,2,7,1,29,1,3,2,1,23,3,1,4,54,1283,18168,2201,1600,0,80,0,9,6,3,2,1,2,4,4,3,1,4,0
1,496,2,1,1,35,1,4,2,1,9,2,2,2,97,755,19394,6540,1900,0,80,0,9,10,1,1,0,0,3,5,3,1,3,0
1,497,2,3,1,27,3,2,4,1,1,3,1,2,82,1469,17881,3816,1100,1,80,0,1,5,5,2,0,4,4,2,3,1,2,0
1,498,3,8,1,28,1,4,2,1,9,3,2,4,92,304,20750,5253,1600,0,80,0,1,7,7,5,0,7,2,1,3,1,4,0
1,499,2,1,1,49,1,3,5,1,7,2,3,3,31,1261,12066,10965,2400,0,80,0,8,26,5,2,0,0,2,2,3,2,3,0
1,500,3,8,0,51,2,2,2,1,14,3,2,4,87,1178,14862,4936,1100,1,80,0,4,18,7,7,0,7,3,2,2,1,3,0
1,501,2,7,0,36,2,3,2,1,2,3,1,3,96,329,11868,2543,1300,1,80,0,4,6,2,2,2,2,4,3,3,1,2,0
1,502,3,8,1,34,1,3,3,0,19,4,2,4,67,1362,4652,5304,1300,0,80,1,8,9,5,2,0,4,1,3,2,1,2,1
